what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393711121515
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393711126814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393711131020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393711134351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711135146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711145017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711157663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711168176
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393711181624
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393711181705
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393711181777
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393711181798
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393711183077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393711183442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393711184403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393711186577
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1393711187812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393711189215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393711189784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711191528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711191915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711192622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711211058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711212272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711213792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711214345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711214724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711215046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711228297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711230584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711243526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711243856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711281039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711281739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711291420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711292941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711389874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711390714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711410717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393711413116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711414442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711415094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393711418116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711419491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711429521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393711431060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711431878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711473039
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393711475663
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393711518429
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393711518589
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393711518877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393711521139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711521837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711522889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711525364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711526393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711527373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711552983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711554109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711666484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711668963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711719201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711721025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711732563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711751785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711769300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711779330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711779852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711783147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711784678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711785078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711821985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711822669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711850912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711855113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711961375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711962290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711962595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711963110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393712038298
