what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393688770964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393688772029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393688772745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393688774737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688776486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688777081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688777542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688792775
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393688794138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688798304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688799506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688800410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688942839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688943730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688994622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688995875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393688996424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393689003222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393689009818
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1393689013529
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1393689013849
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1393689014903
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393689018746
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393689018905
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393689019097
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393689019353
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1393689019625
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1393689032890
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393689033193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1393689033646
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1393689033945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393689034614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393689035921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393689057490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393689058131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393689082008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393689092933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393689093447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393689093924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393689168316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393689168780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393689270993
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393689273131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393689277650
