what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1393686334371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393686338377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686344196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686365820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686368380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686430241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686431689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686443658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686444205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686444605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686445256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686446554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686447348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686448479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686450632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686452411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686453206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686456715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686457047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686492541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686493431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686516399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393686520310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686520992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686524013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686525193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686526105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686527314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686549925
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1393686555931
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1393686556472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393686559833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393686560441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393686561064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393686561865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393686562105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393686562345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393686562665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393686562937
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1393686564962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393686565576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686582808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686586481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686589760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686590279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686600431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686620849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686633354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686635289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393686635614
